date,code,open,high,low,close,adj_factor
2022-01-03,510300,1.0015436653178014,1.0046616329582894,1.0008755375184468,1.0038439741470613,1.0
2022-01-04,510300,0.9938901557218266,0.9946595434434917,0.9912046079892879,0.9915725077785609,1.0
2022-01-05,510300,1.002400241382431,1.0047131294117828,0.999346172301483,1.0007224708883038,1.0
2022-01-06,510300,1.0125111971420324,1.0128320579926249,1.0111579568418319,1.0122635750704867,1.0
2022-01-07,510300,0.9872078365999395,0.9910396761532065,0.9867287559476254,0.9890173192467974,1.0
2022-01-10,510300,0.9718499943746527,0.9753716996395292,0.9707680985678375,0.9738581819214029,1.0
2022-01-11,510300,0.9742700760200891,0.975714796998989,0.9741869062932765,0.9755288889231173,1.0
2022-01-12,510300,0.9732745807648466,0.9741855196651638,0.9712061367915817,0.9720088049348578,1.0
2022-01-13,510300,0.9697585418692037,0.9732112265873055,0.9683501723949325,0.9719877962704591,1.0
2022-01-14,510300,0.9632723640046056,0.9641736397410287,0.9615504527608545,0.9622619606585997,1.0
2022-01-17,510300,0.9697466334256003,0.9730248578606098,0.9684502418255437,0.972645323926296,1.0
2022-01-18,510300,0.981461822948234,0.9831788211393064,0.9801472894378533,0.981942743745953,1.0
2022-01-19,510300,0.9831566723215005,0.9834159775600496,0.9827961268411408,0.9828980181758967,1.0
2022-01-20,510300,1.0023108114586068,1.0039521233775384,0.9952204598699208,0.9964632538416189,1.0
2022-01-21,510300,0.998936629657304,1.0024392341516029,0.9978847360074844,1.002249623490519,1.0
2022-01-24,510300,0.9956516779265735,0.9972142312003066,0.9899143981339454,0.9921465877762533,1.0
2022-01-25,510300,0.9970844124805773,0.9988209801013088,0.9942027066248645,0.9967259681002318,1.0
2022-01-26,510300,0.9864726595943548,0.9880599466436195,0.9833996898092375,0.9855001556202952,1.0
2022-01-27,510300,0.996405878171771,1.0000091688855377,0.995052244012511,0.9961229443990964,1.0
2022-01-28,510300,0.9967683065601477,0.9998453160807023,0.9917780929641647,0.9957055458579027,1.0
2022-01-31,510300,0.9933115057709543,0.9941880904725556,0.9929355459153162,0.9936780181947826,1.0
2022-02-01,510300,0.9892090849872992,0.992601055035114,0.9797917917001688,0.985769026670247,1.0
2022-02-02,510300,0.999421327590076,1.0019458028822388,0.9989665320893397,1.0005174251914213,1.0
2022-02-03,510300,1.0015578273599164,1.003103980838438,0.9983338102311875,0.9988436067269489,1.0
2022-02-04,510300,0.9923646243117294,0.9944576169966527,0.991575142851476,0.993901674455114,1.0
2022-02-07,510300,0.9897457235220135,0.9909026336337897,0.9890087082603582,0.9898888658385707,1.0
2022-02-08,510300,0.993848087096418,0.9992032749936637,0.9921871385011601,0.9964115652194199,1.0
2022-02-09,510300,1.0020640283639755,1.0041629259174938,1.000742857153401,1.0009709111448983,1.0
2022-02-10,510300,1.0096114289960432,1.0112230785002048,1.0025467006441784,1.0061218941199834,1.0
2022-02-11,510300,1.011331127784595,1.0119465639979102,1.0108474095531206,1.011518921159533,1.0
2022-02-14,510300,1.037547979494041,1.038849093816955,1.0369866963623584,1.0380384793291233,1.0
2022-02-15,510300,1.0304104410992412,1.0341998833487847,1.028537159668517,1.0331742656487548,1.0
2022-02-16,510300,1.0264625852069529,1.0288994945537149,1.0256034379230135,1.0270277610163816,1.0
2022-02-17,510300,1.0133418766083182,1.0176344502185166,1.013070245817415,1.017230449779252,1.0
2022-02-18,510300,1.022716304566998,1.0259651007275192,1.0214721911904407,1.0249619009428288,1.0
2022-02-21,510300,1.0396948410619797,1.0402338381213105,1.0375155424748717,1.0391292570245472,1.0
2022-02-22,510300,1.0411817558185217,1.0413123164774234,1.0323501329646194,1.0378961588631004,1.0
2022-02-23,510300,1.0345984103487453,1.0348209197322287,1.0271282166791398,1.0276697518797748,1.0
2022-02-24,510300,1.0163027547290981,1.0181733531121233,1.013341278135618,1.0177355270828587,1.0
2022-02-25,510300,1.0294307732722785,1.0310213257752856,1.0244642391189387,1.0258968455049458,1.0
2022-02-28,510300,1.0358797712735985,1.0370298996376717,1.0351673560444752,1.0352741297447483,1.0
2022-03-01,510300,1.0418531914414495,1.0423236843031818,1.040714097856275,1.0422315155952864,1.0
2022-03-02,510300,1.035201065606686,1.036876281770328,1.0329799463612195,1.0341274069379995,1.0
2022-03-03,510300,1.037353242842046,1.0374936408400433,1.0357955474796998,1.0371991155089861,1.0
2022-03-04,510300,1.0391146642938205,1.0391728916761127,1.0374996114378998,1.0388394240569885,1.0
2022-03-07,510300,1.0407357705335618,1.0421591880720436,1.040027153438985,1.04175669166509,1.0
2022-03-08,510300,1.0493641976791954,1.0575436437579604,1.0475255868058442,1.0528971553199014,1.0
2022-03-09,510300,1.0520042211633744,1.0570221941477138,1.0507004870958845,1.0559160739557896,1.0
2022-03-10,510300,1.0664146520136115,1.067315322408371,1.0627911045776794,1.064745357317615,1.0
2022-03-11,510300,1.0650932110888092,1.0680785242944029,1.0625617212864766,1.0658009884396444,1.0
2022-03-14,510300,1.0681673397427787,1.0699073283475382,1.0658938321054938,1.069697663510475,1.0
2022-03-15,510300,1.0780479188108605,1.0830885369413117,1.0765412300097914,1.078025912524437,1.0
2022-03-16,510300,1.0615516512855807,1.0623542677543576,1.0574606268726987,1.0595302398601307,1.0
2022-03-17,510300,1.0561205808287562,1.0568051354241903,1.0555806093183995,1.0556636120649605,1.0
2022-03-18,510300,1.0482575827633367,1.051588049997447,1.0466289936419682,1.049910700598921,1.0
2022-03-21,510300,1.0451468062188065,1.0458815961272905,1.0384090493411342,1.0420798577656825,1.0
2022-03-22,510300,1.0427690817667559,1.0432882429370858,1.0370386564200027,1.0388318620469639,1.0
2022-03-23,510300,1.0590818993931785,1.0608745100207244,1.057451603233868,1.0578263272723907,1.0
2022-03-24,510300,1.049527707955159,1.0501975056947053,1.0457676282781982,1.047080897243787,1.0
2022-03-25,510300,1.0626670206985291,1.0653430603498488,1.058703662012458,1.0595089381765725,1.0
2022-03-28,510300,1.0413309603678662,1.0415287410040286,1.0364641204382823,1.0385142621493113,1.0
2022-03-29,510300,1.0360601793071944,1.0367484724803648,1.0314358911537878,1.0345354416350299,1.0
2022-03-30,510300,1.0382332981690678,1.0438480329213293,1.0352680624667465,1.0367444989462304,1.0
2022-03-31,510300,1.045553688274165,1.0463780815310262,1.0430714820815477,1.0442513133073061,1.0
2022-04-01,510300,1.0506172163216507,1.054907230392661,1.0491671724784126,1.0533914389905699,1.0
2022-04-04,510300,1.0654480243838649,1.0669274282916419,1.0607491819530552,1.0636592308141715,1.0
2022-04-05,510300,1.055960846916618,1.0614054771784305,1.0538888418786558,1.059408111682082,1.0
2022-04-06,510300,1.05172669616762,1.0557100059856173,1.0502054036105697,1.0537362118951819,1.0
2022-04-07,510300,1.0681642581102517,1.068942687711723,1.0640719283320328,1.064832868676666,1.0
2022-04-08,510300,1.0647251620497458,1.0649963741148105,1.0596878518283028,1.0625824344035604,1.0
2022-04-11,510300,1.0503646269899867,1.0504980415202607,1.0436516994375316,1.0466284190210542,1.0
2022-04-12,510300,1.032003739399963,1.034187854836029,1.030307465201836,1.032677063971729,1.0
2022-04-13,510300,1.0187046469531185,1.0232595302969847,1.0185289125855586,1.021529582018424,1.0
2022-04-14,510300,1.0272340557296522,1.0300381674687704,1.0248085623060594,1.0278271626465951,1.0
2022-04-15,510300,1.0300228404044014,1.0304849031032777,1.0295321730762539,1.0297706751935607,1.0
2022-04-18,510300,1.0387224153452201,1.0399708751046755,1.0363268707591617,1.0385255390271064,1.0
2022-04-19,510300,1.0362123178865474,1.0369014660444016,1.0307100873157875,1.0334006072581063,1.0
2022-04-20,510300,1.0346570050126844,1.0372313493797745,1.034229803912495,1.0355548818581644,1.0
2022-04-21,510300,1.0444276286092034,1.0458427963832917,1.0414071931637128,1.0435459546517283,1.0
2022-04-22,510300,1.0373991904410456,1.0414135191172753,1.0365313678619446,1.039866487019096,1.0
2022-04-25,510300,1.0469004097760903,1.0479924078179723,1.0445703283464514,1.0457701816600953,1.0
2022-04-26,510300,1.037690923762703,1.0396499877728187,1.0352685020281935,1.037683182106107,1.0
2022-04-27,510300,1.0314986031075883,1.0360473101671182,1.0308669090741327,1.0333581849082356,1.0
2022-04-28,510300,1.0282382151773999,1.0301238719406356,1.0259668471906205,1.0288205177850038,1.0
2022-04-29,510300,1.0138964934141368,1.0155721997816998,1.013026640402417,1.0143448559446988,1.0
2022-05-02,510300,1.0198117272634608,1.023018866036541,1.0191124532681268,1.0204733739426348,1.0
2022-05-03,510300,1.0192387159650034,1.024972237981473,1.0139503526586071,1.0149240515722369,1.0
2022-05-04,510300,1.0150190844795384,1.0187295743595255,1.0143685597352066,1.0152589601257742,1.0
2022-05-05,510300,1.0207188673159953,1.0228249283819857,1.0186347986025632,1.0213166957224253,1.0
2022-05-06,510300,1.0218190814981278,1.0282544321995957,1.0206984616304382,1.0269888223514783,1.0
2022-05-09,510300,1.0331860336652623,1.0371700116865772,1.0331008865998603,1.0354081205942254,1.0
2022-05-10,510300,1.033718263967368,1.03660058389231,1.0335910842043128,1.0343713414336493,1.0
2022-05-11,510300,1.0276214502955403,1.0299326270445768,1.0261742548264707,1.0293157518067582,1.0
2022-05-12,510300,1.0319273387725443,1.034438232041063,1.0264078486526425,1.0285166764483098,1.0
2022-05-13,510300,1.0076830665265906,1.0087576169366672,1.0056334854254796,1.0080821164986995,1.0
2022-05-16,510300,0.9939700301040307,0.9940728032682441,0.9899817094793839,0.9909058853290678,1.0
2022-05-17,510300,0.9756220282156356,0.9765606325387287,0.9729083069104421,0.975477568648281,1.0
2022-05-18,510300,0.964133283515296,0.9651123193137203,0.9617175043160935,0.9640471489803403,1.0
2022-05-19,510300,0.9686509784792757,0.9700259084881494,0.9643228655818187,0.9688574531197001,1.0
2022-05-20,510300,0.9585683374265342,0.9592842133940372,0.9566389688400296,0.9585596039862521,1.0
2022-05-23,510300,0.9583283050339578,0.9623938085575177,0.9516675338830598,0.9543913376847579,1.0
2022-05-24,510300,0.9641644916237867,0.9700166986747715,0.9639998675143026,0.9695621076199952,1.0
2022-05-25,510300,0.9609612463612013,0.9691965365876194,0.957767962684187,0.9655997071243033,1.0
2022-05-26,510300,0.9730885574176322,0.9763120883506673,0.9694995723985702,0.974358741210937,1.0
